Department,Department ID,Display Name,Function,Function ID,Group,Group ID,Job,Job Profile,Management Level,Manager,Position,Position ID,Username,Role
Department0,DepartmentID0,Alex651,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID651,User0170,Role1
Department0,DepartmentID0,Alex716,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position19,PositionID716,User0171,Role1
Department0,DepartmentID0,Alex984,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID984,User0172,Role1
Department0,DepartmentID0,Alex282,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID282,User0173,Role1
Department0,DepartmentID0,Alex28,Function0,FunctionID0,Group0,GroupID0,JobID1,JobDescription1,SeniorLevel0,Manager1,Position1,PositionID28,User0174,Role1
Department1,DepartmentID1,Alex221,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position1,PositionID221,User0175,Role2
Department1,DepartmentID1,Alex883,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager4,Position3,PositionID883,User0176,Role4
Department8,DepartmentID8,Alex654,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID654,User0177,Role2
Department0,DepartmentID0,Alex208,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID208,User0178,Role1
Department0,DepartmentID0,Alex699,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager8,Position10,PositionID699,User0179,Role0
Department0,DepartmentID0,Alex402,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID402,User0180,Role1
Department0,DepartmentID0,Alex872,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager7,Position4,PositionID872,User0181,Role0
Department0,DepartmentID0,Alex1119,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position16,PositionID1119,User0182,Role1
Department7,DepartmentID7,Alex580,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager14,Position23,PositionID580,User0183,Role0
Department1,DepartmentID1,Alex1057,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1057,User0184,Role2
Department0,DepartmentID0,Alex991,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager13,Position0,PositionID991,User0185,Role0
Department7,DepartmentID7,Alex1074,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager8,Position27,PositionID1074,User0186,Role1
Department1,DepartmentID1,Alex622,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position1,PositionID622,User0187,Role2
Department0,DepartmentID0,Alex676,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID676,User0188,Role1
Department1,DepartmentID1,Alex492,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID492,User0189,Role2
Department1,DepartmentID1,Alex641,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID641,User0190,Role2
Department1,DepartmentID1,Alex672,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position1,PositionID672,User0191,Role2
Department3,DepartmentID3,Alex376,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager9,Position3,PositionID376,User0192,Role4
Department1,DepartmentID1,Alex532,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager4,Position6,PositionID532,User0193,Role4
Department0,DepartmentID0,Alex993,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager13,Position0,PositionID993,User0194,Role0
Department0,DepartmentID0,Alex886,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager12,Position4,PositionID886,User0195,Role0
Department0,DepartmentID0,Alex835,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID835,User0196,Role1
Department8,DepartmentID8,Alex544,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID544,User0197,Role2
Department1,DepartmentID1,Alex251,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID251,User0198,Role2
Department1,DepartmentID1,Alex1154,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID1154,User0199,Role2
Department0,DepartmentID0,Alex798,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager13,Position10,PositionID798,User0200,Role0
Department7,DepartmentID7,Alex665,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager1,Position23,PositionID665,User0201,Role0
Department1,DepartmentID1,Alex685,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID685,User0202,Role2
Department4,DepartmentID4,Alex740,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager4,Position6,PositionID740,User0203,Role4
Department0,DepartmentID0,Alex245,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID245,User0204,Role1
Department0,DepartmentID0,Alex76,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position1,PositionID76,User0205,Role1
Department1,DepartmentID1,Alex1127,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position1,PositionID1127,User0206,Role2
Department0,DepartmentID0,Alex302,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID302,User0207,Role1
Department0,DepartmentID0,Alex1139,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager7,Position0,PositionID1139,User0208,Role0
Department0,DepartmentID0,Alex89,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position1,PositionID89,User0209,Role1
Department0,DepartmentID0,Alex909,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position13,PositionID909,User0210,Role1
Department1,DepartmentID1,Alex1216,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID1216,User0211,Role2
Department1,DepartmentID1,Alex247,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID247,User0212,Role2
Department0,DepartmentID0,Alex141,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position1,PositionID141,User0213,Role1
Department0,DepartmentID0,Alex799,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager13,Position4,PositionID799,User0214,Role0
Department1,DepartmentID1,Alex709,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID709,User0215,Role2
Department0,DepartmentID0,Alex351,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID351,User0216,Role1
Department1,DepartmentID1,Alex84,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID84,User0217,Role2
Department8,DepartmentID8,Alex598,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID598,User0218,Role2
Department1,DepartmentID1,Alex183,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID183,User0219,Role2
Department1,DepartmentID1,Alex202,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position1,PositionID202,User0220,Role2
Department0,DepartmentID0,Alex930,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager0,Position0,PositionID930,User0221,Role0
Department1,DepartmentID1,Alex1229,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1229,User0222,Role2
Department0,DepartmentID0,Alex692,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID692,User0223,Role1
Department0,DepartmentID0,Alex804,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager1,Position10,PositionID804,User0224,Role0
Department0,DepartmentID0,Alex827,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position16,PositionID827,User0225,Role1
Department0,DepartmentID0,Alex1001,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID1001,User0226,Role1
Department1,DepartmentID1,Alex1107,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1107,User0227,Role2
Department0,DepartmentID0,Alex568,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager13,Position10,PositionID568,User0228,Role0
Department1,DepartmentID1,Alex408,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID408,User0230,Role2
Department4,DepartmentID4,Alex846,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID846,User0231,Role4
Department0,DepartmentID0,Alex339,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID339,User0232,Role1
Department1,DepartmentID1,Alex739,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID739,User0233,Role2
Department1,DepartmentID1,Alex836,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID836,User0234,Role2
Department1,DepartmentID1,Alex1159,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID1159,User0235,Role2
Department1,DepartmentID1,Alex464,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID464,User0236,Role2
Department1,DepartmentID1,Alex567,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID567,User0237,Role2
Department1,DepartmentID1,Alex277,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position1,PositionID277,User0238,Role2
Department4,DepartmentID4,Alex662,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager2,Position6,PositionID662,User0239,Role4
Department1,DepartmentID1,Alex749,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID749,User0240,Role2
Department1,DepartmentID1,Alex683,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID683,User0241,Role2
Department0,DepartmentID0,Alex976,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager1,Position10,PositionID976,User0242,Role0
Department0,DepartmentID0,Alex110,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position1,PositionID110,User0243,Role1
Department0,DepartmentID0,Alex228,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID228,User0244,Role1
Department1,DepartmentID1,Alex126,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID126,User0245,Role2
Department1,DepartmentID1,Alex371,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID371,User0246,Role2
Department6,DepartmentID6,Alex328,Function0,FunctionID0,Group0,GroupID0,JobID7,JobDescription7,SeniorLevel3,Manager11,Position7,PositionID328,User0247,Role0
Department0,DepartmentID0,Alex336,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID336,User0248,Role1
Department4,DepartmentID4,Alex33,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager2,Position6,PositionID33,User0249,Role4
Department0,DepartmentID0,Alex1011,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID1011,User0250,Role1
Department1,DepartmentID1,Alex718,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID718,User0251,Role2
Department0,DepartmentID0,Alex280,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID280,User0252,Role1
Department8,DepartmentID8,Alex814,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager2,Position3,PositionID814,User0253,Role4
Department0,DepartmentID0,Alex920,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID920,User0254,Role1
Department0,DepartmentID0,Alex207,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position18,PositionID207,User0255,Role1
Department1,DepartmentID1,Alex264,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID264,User0256,Role2
Department4,DepartmentID4,Alex901,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager2,Position6,PositionID901,User0257,Role4
Department1,DepartmentID1,Alex375,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID375,User0258,Role2
Department1,DepartmentID1,Alex609,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager4,Position6,PositionID609,User0259,Role4
Department1,DepartmentID1,Alex1013,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position1,PositionID1013,User0260,Role2
Department3,DepartmentID3,Alex1142,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager2,Position3,PositionID1142,User0261,Role4
Department0,DepartmentID0,Alex149,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position1,PositionID149,User0262,Role1
Department1,DepartmentID1,Alex673,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID673,User0263,Role2
Department1,DepartmentID1,Alex871,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID871,User0265,Role2
Department0,DepartmentID0,Alex191,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID191,User0266,Role1
Department7,DepartmentID7,Alex411,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager8,Position23,PositionID411,User0267,Role0
Department1,DepartmentID1,Alex256,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID256,User0268,Role2
Department1,DepartmentID1,Alex572,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID572,User0269,Role2
Department1,DepartmentID1,Alex421,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID421,User0270,Role2
Department1,DepartmentID1,Alex625,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID625,User0271,Role2
Department3,DepartmentID3,Alex167,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager3,Position3,PositionID167,User0272,Role4
Department1,DepartmentID1,Alex254,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position1,PositionID254,User0273,Role2
Department0,DepartmentID0,Alex325,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID325,User0274,Role1
Department0,DepartmentID0,Alex301,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID301,User0275,Role1
Department1,DepartmentID1,Alex794,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID794,User0276,Role2
Department0,DepartmentID0,Alex917,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position13,PositionID917,User0277,Role1
Department0,DepartmentID0,Alex1144,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager13,Position0,PositionID1144,User0278,Role0
Department0,DepartmentID0,Alex361,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID361,User0279,Role1
Department0,DepartmentID0,Alex1126,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager1,Position10,PositionID1126,User0280,Role0
Department1,DepartmentID1,Alex623,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID623,User0281,Role2
Department0,DepartmentID0,Alex764,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID764,User0282,Role1
Department4,DepartmentID4,Alex463,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager10,Position6,PositionID463,User0283,Role4
Department0,DepartmentID0,Alex306,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID306,User0284,Role1
Department1,DepartmentID1,Alex431,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID431,User0285,Role2
Department0,DepartmentID0,Alex914,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position10,PositionID914,User0286,Role0
Department4,DepartmentID4,Alex545,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID545,User0287,Role4
Department1,DepartmentID1,Alex689,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID689,User0288,Role2
Department4,DepartmentID4,Alex469,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID469,User0289,Role4
